5	24	2	9.99	19.99	0
6	8	2	9.99	19.99	0
7	15	2	78.49	78.49	0
8	38	2	9.99	19.99	0
9	21	2	9.99	19.99	0
10	7	2	9.99	19.99	0
11	36	2	14.99	14.99	0
12	25	2	9.99	19.99	0
13	6	2	9.99	19.99	0
14	19	2	3.99	3.99	0
15	5	2	9.99	19.99	0
16	44	2	9.99	19.99	0
17	15	2	9.99	19.99	0
18	14	2	6.99	6.99	0
19	17	2	9.99	19.99	0
20	46	2	8.99	8.99	0
21	2	2	5.99	5.99	0
22	25	2	9.99	19.99	0
23	1	2	6.99	7.99	0
24	48	2	9.99	19.99	0
25	39	2	9.99	19.99	0
26	25	2	9.99	19.99	0
27	19	2	9.99	19.99	0
28	46	2	6.99	7.99	0
29	5	2	9.99	19.99	0
30	35	2	7.99	8.99	0
31	35	2	5.99	5.99	0
32	44	2	9.99	19.99	0
33	26	2	9.99	19.99	0
34	2	2	9.99	19.99	0
35	37	2	7.99	7.99	0
36	8	2	9.99	19.99	0
37	46	2	9.99	19.99	0
38	41	2	16.99	16.99	0
39	3	2	7.99	7.99	0
40	7	2	9.99	19.99	0
41	28	2	9.99	19.99	0
42	39	2	9.99	19.99	0
43	13	2	4.99	4.99	0
44	4	2	11.99	11.99	0
45	45	2	9.99	19.99	0
46	33	2	11.99	11.99	0
47	23	2	7.99	7.99	0
48	34	2	9.99	19.99	0
49	48	2	9.99	19.99	0
50	2	2	3.99	3.99	0
51	20	2	5.99	6.99	0
52	24	2	17.99	17.99	0
53	41	2	9.99	9.99	0
54	24	2	7.99	7.99	0
55	7	2	9.99	19.99	0
56	37	2	9.99	19.99	0
57	22	2	9.99	19.99	0
58	45	2	9.99	19.99	0
59	19	2	9.99	19.99	0
60	8	2	1.99	1.99	0
61	39	2	8.99	8.99	0
62	9	2	9.99	19.99	0
63	26	2	7.99	7.99	0
64	19	2	9.99	19.99	0
65	32	2	9.99	19.99	0
66	34	2	0.33	0.33	0
67	46	2	42.66	54	0
68	40	2	31.69	44.95	0
69	42	2	154	154	0
70	44	2	9.99	19.99	0
71	7	2	17.99	17.99	0
72	33	2	9.99	19.99	0
73	37	2	9.99	19.99	0
74	12	2	9.99	19.99	0
75	23	2	9.99	9.99	0
76	45	2	11.99	11.99	0
77	47	2	9.99	19.99	0
78	14	2	16.99	16.99	0
79	35	2	9.99	19.99	0
80	42	2	9.99	9.99	0
81	17	2	8.99	8.99	0
82	26	2	9.99	19.99	0
83	15	2	9.99	19.99	0
84	7	2	13.99	13.99	0
85	43	2	9.99	19.99	0
86	37	2	13.99	13.99	0
87	9	2	12.99	12.99	0
88	24	2	9.99	19.99	0
89	22	2	9.99	19.99	0
90	23	2	9.99	9.99	0
91	31	2	9.99	19.99	0
92	26	2	9.99	19.99	0
93	15	2	11.99	11.99	0
94	43	2	9.99	19.99	0
95	15	2	9.99	19.99	0
96	2	2	14.99	14.99	0
97	22	2	11.99	11.99	0
98	13	2	9.99	19.99	0
99	33	2	14.99	14.99	0
100	27	2	7.26	7.26	0
101	13	2	9.99	19.99	0
102	25	2	9.99	19.99	0
103	26	2	9.99	19.99	0
104	45	2	9.99	19.99	0
105	22	2	9.99	19.99	0
106	4	2	9.99	19.99	0
107	26	2	9.99	19.99	0
108	3	2	9.99	19.99	0
109	23	2	9.99	19.99	0
110	26	2	8.99	8.99	0
111	25	2	9.99	19.99	0
112	13	2	6.99	6.99	0
113	26	2	9.99	19.99	0
114	13	2	32.99	32.99	0
115	16	2	8.99	8.99	0
116	10	2	9.99	19.99	0
117	5	2	12.68	21.14	0
118	29	2	9.99	19.99	0
119	3	2	9.99	19.99	0
120	32	2	9.99	19.99	0
121	14	2	9.99	19.99	0
122	46	2	9.99	19.99	0
123	12	2	9.99	19.99	0
124	40	2	9.99	19.99	0
125	18	2	9.99	19.99	0
126	20	2	6.99	6.99	0
127	44	2	9.99	19.99	0
128	11	2	12.99	12.99	0
129	5	2	10.99	10.99	0
130	34	2	9.99	19.99	0
131	27	2	9.99	9.99	0
132	2	2	8.99	8.99	0
133	32	2	14.99	14.99	0
134	25	2	10.99	10.99	0
135	43	2	12.99	12.99	0
136	4	2	9.99	19.99	0
137	12	2	11.99	11.99	0
138	44	2	5.99	5.99	0
139	1	2	14.99	14.99	0
140	3	2	9.99	19.99	0
141	49	2	2.99	2.99	0
142	16	2	7.99	7.99	0
143	5	2	7.99	7.99	0
144	18	2	9.99	19.99	0
145	12	2	13.99	13.99	0
146	16	2	11.99	11.99	0
147	16	2	9.99	19.99	0
148	24	2	9.99	19.99	0
149	4	2	9.99	19.99	0
150	6	2	9.99	19.99	0
151	8	2	9.99	19.99	0
152	35	2	9.99	19.99	0
153	48	2	7.99	7.99	0
154	6	2	9.99	9.99	0
155	48	2	9.99	19.99	0
156	6	2	9.99	19.99	0
157	14	2	9.99	9.99	0
158	20	2	8.99	8.99	0
159	1	2	9.99	19.99	0
160	22	2	17.99	17.99	0
161	42	2	8.72	8.72	0
162	48	2	17.9	30	0
163	1	2	172	215	0
164	35	2	13.49	23.99	0
165	32	2	16.19	29.99	0
166	42	2	9.99	19.99	0
167	16	2	9.99	9.99	0
168	5	2	9.99	19.99	0
169	47	2	9.99	19.99	0
170	39	2	9.99	19.99	0
171	41	2	7.99	7.99	0
172	21	2	9.99	9.99	0
173	36	2	9.99	19.99	0
174	9	2	9.99	19.99	0
175	7	2	9.99	9.99	0
176	27	2	8.99	8.99	0
177	48	2	9.99	9.99	0
178	8	2	9.99	9.99	0
179	16	2	9.99	19.99	0
180	48	2	8.99	8.99	0
181	25	2	9.99	19.99	0
182	43	2	9.99	19.99	0
183	5	2	14.99	14.99	0
184	39	2	17.99	17.99	0
185	6	2	19.99	19.99	0
186	19	2	9.99	19.99	0
187	4	2	9.99	19.99	0
188	17	2	9.99	19.99	0
189	23	2	9.99	19.99	0
190	24	2	9.99	9.99	0
191	30	2	9.99	9.99	0
192	36	2	9.99	19.99	0
193	8	2	9.99	19.99	0
194	41	2	9.99	19.99	0
195	38	2	9.99	9.99	0
196	39	2	9.99	19.99	0
197	0	2	9.99	19.99	1
198	9	2	11.99	11.99	0
199	17	2	9.99	19.99	0
200	48	2	9.99	12.83	0
201	18	2	9.99	19.99	0
202	33	2	17.99	17.99	0
203	46	2	9.99	19.99	0
204	12	2	9.99	19.99	0
204	2	2	167.2	209	0
205	36	2	9.99	19.99	0
206	28	2	9.99	19.99	0
207	9	2	9.99	19.99	0
208	32	2	9.99	19.99	0
209	32	2	13.99	13.99	0
210	40	2	9.99	19.99	0
211	13	2	12.99	12.99	0
212	36	2	9.99	19.99	0
213	41	2	9.99	9.99	0
214	3	2	10.99	10.99	0
215	29	2	9.99	19.99	0
216	8	2	12.99	12.99	0
217	35	2	9.99	19.99	0
218	0	2	9.99	19.99	1
219	39	2	9.99	14.99	0
220	1	2	12.99	12.99	0
221	33	2	7.99	7.99	0
222	44	2	5.99	5.99	0
223	43	2	9.99	19.99	0
224	15	2	11.99	11.99	0
225	12	2	9.99	19.99	0
226	10	2	10.99	10.99	0
227	47	2	8.99	8.99	0
228	15	2	17.99	17.99	0
229	9	2	9.99	19.99	0
230	42	2	9.99	19.99	0
231	47	2	1.99	1.99	0
232	37	2	9.99	19.99	0
